"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY","BILL_AMT","PAY_AMT","DEFAULT","UTILIZATION"
"459",1e+05,2,1,2,24,0,30092,1553,0,0.30092
"460",360000,2,1,1,34,-1,12339,10000,0,0.034275
"461",390000,2,1,2,31,0,50620,5000,0,0.129794871794872
"462",160000,2,2,2,25,-2,0,0,0,0
"463",120000,1,1,2,27,0,52437,5024,0,0.436975
"464",1e+05,1,3,1,52,0,4657,1500,1,0.04657
"465",190000,2,1,2,41,-1,28204,0,1,0.148442105263158
"466",50000,1,1,1,56,0,50715,2500,1,1.0143
"467",40000,2,2,2,24,-2,35285,2000,0,0.882125
"468",110000,2,2,2,32,0,65299,11000,0,0.593627272727273
"469",20000,1,2,2,29,0,17208,2055,0,0.8604
"470",210000,2,3,1,53,0,57192,2800,0,0.272342857142857
"471",360000,1,2,2,38,-1,108351,8005,0,0.300975
"472",390000,2,1,2,45,2,834,1,0,0.00213846153846154
"473",90000,2,1,2,24,0,13141,1600,1,0.146011111111111
"474",360000,1,1,2,28,-1,7071,1510,0,0.0196416666666667
"475",50000,1,3,2,26,0,35429,1537,0,0.70858
"476",270000,2,1,1,40,0,18751,1000,0,0.0694481481481481
"477",2e+05,2,1,2,29,1,55788,8394,0,0.27894
"478",50000,2,2,2,23,0,49809,2040,0,0.99618
"479",350000,1,1,2,33,-1,10900,10530,0,0.0311428571428571
"480",290000,1,1,1,53,2,279610,13000,1,0.964172413793103
"481",270000,2,1,2,28,-1,475,475,0,0.00175925925925926
"482",50000,1,2,2,36,0,5197,1300,0,0.10394
"483",30000,1,2,1,35,-2,7797,2687,0,0.2599
"484",90000,1,2,2,33,-1,35785,15155,0,0.397611111111111
"485",80000,2,3,2,53,0,77766,4000,0,0.972075
"486",50000,1,2,2,42,0,50300,2200,0,1.006
"487",20000,2,1,2,25,0,14603,1600,0,0.73015
"488",220000,1,1,1,43,1,0,0,1,0
"489",130000,2,2,2,29,0,131575,6700,0,1.01211538461538
"490",230000,2,1,1,30,0,30341,5000,0,0.131917391304348
"491",160000,1,1,2,34,0,83255,4000,0,0.52034375
"492",50000,1,1,1,35,0,34976,1127,0,0.69952
"493",80000,1,2,1,32,0,48747,2145,0,0.6093375
"494",110000,1,3,2,46,0,56700,2681,0,0.515454545454545
"495",2e+05,1,1,1,43,0,144678,5090,0,0.72339
"496",360000,1,2,2,29,0,268112,9429,0,0.744755555555556
"497",210000,2,3,2,31,1,0,0,0,0
"498",80000,2,2,2,24,2,79243,3249,0,0.9905375
"499",310000,2,2,1,43,0,23396,1426,0,0.0754709677419355
"500",30000,1,3,1,59,-1,390,390,1,0.013
"501",170000,1,1,1,53,0,17862,1323,0,0.105070588235294
"502",140000,2,2,2,28,2,26450,3007,0,0.188928571428571
"503",180000,2,2,2,31,1,0,0,0,0
"504",50000,1,1,2,34,1,22746,0,0,0.45492
"505",50000,2,2,1,36,0,9214,1351,0,0.18428
"506",110000,2,1,2,24,0,40882,2000,0,0.371654545454545
"507",2e+05,2,2,1,34,-1,390,390,0,0.00195
"508",220000,1,1,2,43,0,44177,1006,0,0.200804545454545
"509",360000,2,1,2,29,0,3280,0,1,0.00911111111111111
"510",50000,1,2,1,37,0,48226,2000,0,0.96452
"511",40000,1,2,2,23,2,36650,0,0,0.91625
"512",190000,2,2,1,37,1,115049,6000,0,0.605521052631579
"513",150000,1,1,2,33,0,21724,2100,0,0.144826666666667
"514",2e+05,2,1,1,37,1,0,0,0,0
"515",270000,2,2,1,56,0,137807,5000,0,0.510396296296296
"516",60000,1,1,2,25,0,58839,2018,0,0.98065
"517",2e+05,2,2,1,39,0,80833,3315,0,0.404165
"518",150000,2,2,1,39,0,36146,3000,0,0.240973333333333
"519",180000,2,2,2,28,-1,340,0,0,0.00188888888888889
"520",90000,2,1,2,27,0,7624,0,0,0.0847111111111111
"521",360000,2,2,1,37,1,0,0,0,0
"522",90000,2,1,2,24,-1,491,0,0,0.00545555555555556
"523",20000,2,2,2,24,0,13168,1237,0,0.6584
"524",70000,1,1,1,46,0,60040,2600,0,0.857714285714286
"525",230000,1,1,1,39,-1,660,660,0,0.0028695652173913
"526",30000,1,3,1,48,0,29434,1465,0,0.981133333333333
"527",1e+05,1,3,2,49,-1,1440,0,0,0.0144
"528",50000,2,2,2,23,0,26795,2000,0,0.5359
"529",20000,2,3,1,25,0,16591,1155,0,0.82955
"530",210000,2,2,1,47,-2,0,0,0,0
"531",110000,1,3,1,56,0,46486,4086,0,0.4226
"532",20000,2,3,1,44,-1,550,228,0,0.0275
"533",50000,2,3,1,49,0,5630,1107,0,0.1126
"534",50000,1,2,1,41,0,21986,1362,0,0.43972
"535",4e+05,2,1,2,40,-1,60125,1981,0,0.1503125
"536",170000,1,2,2,31,0,56364,3000,0,0.331552941176471
"537",280000,1,2,1,42,0,148363,6900,0,0.529867857142857
"538",130000,2,3,1,28,0,100143,2500,0,0.770330769230769
"539",210000,2,2,2,32,0,46255,5000,0,0.220261904761905
"540",370000,1,2,2,28,0,276436,20000,0,0.747124324324324
"541",30000,2,2,1,31,0,29493,3200,0,0.9831
"542",150000,1,3,2,39,1,214450,5180,0,1.42966666666667
"543",60000,1,3,1,31,2,35369,1027,1,0.589483333333333
"544",80000,2,2,2,24,0,77615,3100,0,0.9701875
"545",280000,2,2,1,44,2,186149,0,1,0.664817857142857
"546",20000,2,2,2,46,8,21075,0,0,1.05375
"547",270000,1,1,2,32,-2,0,0,0,0
"548",240000,2,2,2,26,0,14348,1000,0,0.0597833333333333
"549",20000,2,1,2,22,0,20137,1300,0,1.00685
"550",10000,1,2,2,33,0,8177,2500,0,0.8177
"551",290000,2,3,2,27,0,13820,2000,0,0.0476551724137931
"552",190000,2,1,2,28,0,46923,2500,1,0.246963157894737
"553",80000,2,1,2,23,0,53261,4500,0,0.6657625
"554",280000,2,2,2,28,-1,427,0,0,0.001525
"555",160000,2,1,1,33,-2,14150,8106,0,0.0884375
"556",90000,1,2,1,40,0,42856,3114,1,0.476177777777778
"557",50000,1,1,2,22,0,5137,1300,0,0.10274
"558",40000,2,2,1,32,0,24114,2000,0,0.60285
"559",130000,2,3,1,43,0,130067,5540,0,1.00051538461538
"560",70000,2,3,1,27,0,61611,3011,0,0.880157142857143
"561",30000,2,2,1,35,0,25078,1500,0,0.835933333333333
"562",1e+05,2,3,1,35,1,97002,8200,0,0.97002
"563",20000,2,1,1,30,2,5766,2000,1,0.2883
"564",30000,2,2,2,34,2,99568,33000,0,3.31893333333333
"565",20000,1,2,1,34,0,12857,1541,1,0.64285
"566",1e+05,2,1,2,28,2,96193,3600,1,0.96193
"567",30000,1,2,2,25,2,2400,0,1,0.08
"568",320000,2,1,1,41,0,97797,4520,0,0.305615625
"569",90000,1,3,2,42,2,64762,0,1,0.719577777777778
"570",190000,1,2,2,40,2,145613,15000,1,0.766384210526316
"571",2e+05,1,1,2,28,0,71989,52129,0,0.359945
"572",3e+05,2,2,2,31,-1,3345,1087,0,0.01115
"573",30000,2,1,2,56,-1,29033,1283,0,0.967766666666667
"574",110000,2,2,3,45,0,26650,1532,0,0.242272727272727
"575",230000,2,1,2,29,-2,0,0,0,0
"576",230000,2,1,1,35,0,4259,1250,0,0.0185173913043478
"577",310000,2,2,2,28,0,106468,8000,0,0.343445161290323
"578",320000,1,1,1,40,0,247276,10000,0,0.7727375
"579",360000,1,1,1,47,-1,1548,0,0,0.0043
"580",20000,2,3,1,41,-1,780,0,1,0.039
"581",170000,2,2,2,27,0,162671,7500,0,0.956888235294118
"582",140000,1,1,1,40,0,123049,4310,0,0.878921428571429
"583",80000,1,2,2,32,0,51372,1853,0,0.64215
"584",150000,1,2,2,35,0,60015,20000,0,0.4001
"585",170000,1,2,2,27,-1,1170,0,0,0.00688235294117647
"586",2e+05,2,2,1,29,2,159398,6163,1,0.79699
"587",70000,1,1,2,30,0,55664,5800,0,0.7952
"588",320000,1,2,1,37,-2,43528,500,0,0.136025
"589",150000,2,1,2,29,-2,0,0,0,0
"590",50000,2,1,1,34,0,27966,1267,0,0.55932
"591",90000,2,2,2,34,-1,8792,0,0,0.0976888888888889
"592",3e+05,2,1,2,31,0,43610,1655,0,0.145366666666667
"593",2e+05,2,1,1,27,-1,5780,105,0,0.0289
"594",10000,2,3,2,22,0,8109,2000,1,0.8109
"595",50000,2,2,3,30,1,52515,0,1,1.0503
"596",30000,2,2,3,22,1,22582,4600,0,0.752733333333333
"597",50000,1,1,2,26,-1,15448,1500,1,0.30896
"598",50000,1,2,1,38,1,58102,2500,0,1.16204
"599",30000,2,3,1,46,1,12289,0,0,0.409633333333333
"600",20000,1,2,2,24,0,10476,1000,0,0.5238
"601",20000,1,2,2,49,0,16326,1441,0,0.8163
"602",50000,1,1,3,49,0,17681,1611,0,0.35362
"603",30000,2,2,1,42,0,47912,1755,0,1.59706666666667
"604",360000,2,1,1,30,1,18886,0,0,0.0524611111111111
"605",50000,2,2,1,49,0,34962,1613,0,0.69924
"606",160000,2,2,2,27,0,80964,4000,0,0.506025
"607",70000,2,2,1,33,0,69418,2382,1,0.991685714285714
"608",150000,2,1,1,35,1,0,0,0,0
"609",80000,2,2,2,48,0,45174,3000,0,0.564675
"610",30000,2,2,2,22,0,23892,5300,0,0.7964
"611",10000,1,2,2,22,0,7960,2000,1,0.796
"612",80000,2,2,2,34,0,25935,2000,0,0.3241875
"613",10000,1,2,1,45,0,7139,1400,1,0.7139
"614",360000,2,2,2,39,-1,12865,4484,0,0.0357361111111111
"615",60000,1,1,2,29,-1,546,0,1,0.0091
"616",50000,2,3,2,26,0,9935,1234,0,0.1987
"617",2e+05,1,2,1,38,0,152856,6000,0,0.76428
"618",120000,1,1,2,34,1,1278,0,0,0.01065
"619",160000,2,1,1,37,-1,316,316,0,0.001975
"620",110000,1,2,1,57,0,46132,2306,0,0.419381818181818
"621",70000,2,3,1,50,-2,27345,1041,0,0.390642857142857
"622",150000,2,3,2,28,0,101593,4000,0,0.677286666666667
"623",610000,2,1,2,31,0,142764,6540,0,0.234039344262295
"624",110000,2,1,2,25,0,92849,4346,0,0.844081818181818
"625",80000,2,2,2,25,2,17330,3000,1,0.216625
"626",170000,2,2,1,33,0,109863,4380,0,0.646252941176471
"627",140000,2,1,1,51,0,56764,2115,0,0.405457142857143
"628",70000,1,1,2,51,0,43048,3000,0,0.614971428571429
"629",260000,2,2,1,46,-2,29484,10000,0,0.1134
"630",170000,1,3,2,38,0,21310,2000,0,0.125352941176471
"631",50000,2,2,1,34,0,10821,1221,0,0.21642
"632",3e+05,2,3,1,34,0,280823,11000,1,0.936076666666667
"633",150000,2,1,2,31,2,390,390,1,0.0026
"634",50000,2,2,2,25,8,37647,0,1,0.75294
"635",50000,2,2,1,26,1,0,0,0,0
"636",90000,2,1,2,25,2,84710,4000,0,0.941222222222222
"637",50000,1,2,2,26,0,48036,2100,1,0.96072
"638",5e+05,2,2,2,43,-1,43346,4006,0,0.086692
"639",230000,1,2,2,58,0,110163,5600,0,0.478969565217391
"640",140000,2,2,2,26,0,4113,2000,0,0.0293785714285714
"641",230000,2,2,1,30,2,9636,1222,1,0.041895652173913
"642",420000,2,2,2,31,0,25103,1509,0,0.0597690476190476
"643",30000,2,2,2,24,0,31319,1564,0,1.04396666666667
"644",50000,2,2,2,52,1,43343,1300,1,0.86686
"645",140000,2,2,2,24,-1,197,0,0,0.00140714285714286
"646",90000,2,3,2,29,-1,19450,0,0,0.216111111111111
"647",240000,2,2,1,33,0,240878,10000,0,1.00365833333333
"648",510000,2,1,2,35,-1,2115,1117,0,0.00414705882352941
"649",110000,2,2,1,35,0,81665,2460,0,0.742409090909091
"650",210000,2,1,2,28,-1,11442,3738,0,0.0544857142857143
"651",220000,1,2,1,40,-1,158,0,0,0.000718181818181818
"652",260000,1,1,2,44,-1,316,316,0,0.00121538461538462
"653",20000,1,2,1,33,0,11026,1174,0,0.5513
"654",120000,2,2,1,32,0,113869,5498,0,0.948908333333333
"655",50000,2,1,2,33,-1,7363,39,0,0.14726
"656",60000,2,1,2,26,1,29649,0,0,0.49415
"657",20000,1,2,2,26,-1,1438,1261,0,0.0719
"658",50000,2,1,1,32,2,47858,2500,1,0.95716
"659",50000,2,2,2,31,1,0,0,0,0
"660",230000,1,1,2,29,0,40732,5000,0,0.177095652173913
"661",1e+05,2,1,2,28,2,79580,3790,1,0.7958
"662",210000,2,1,1,42,1,0,0,1,0
"663",230000,2,2,1,32,0,87764,2630,1,0.381582608695652
"664",5e+05,2,1,2,26,1,31421,22157,0,0.062842
"665",370000,2,1,2,38,-1,929,328,0,0.00251081081081081
"666",230000,2,1,1,35,-1,2648,200,0,0.0115130434782609
"667",80000,1,2,2,29,0,11894,1284,0,0.148675
"668",60000,2,2,2,29,-1,55064,5000,0,0.917733333333333
"669",30000,2,2,2,51,1,25382,1800,0,0.846066666666667
"670",50000,2,1,1,34,0,46750,2320,0,0.935
"671",1e+05,2,2,1,30,0,97062,2800,0,0.97062
"672",230000,2,1,2,29,-2,0,0,0,0
"673",50000,2,1,2,22,0,13801,1372,0,0.27602
"674",1e+05,2,1,2,48,2,15355,3164,0,0.15355
"675",210000,2,2,1,35,0,37148,2000,0,0.176895238095238
"676",20000,1,2,2,25,4,20610,0,1,1.0305
"677",50000,2,3,1,44,-1,2000,780,0,0.04
"678",230000,2,1,2,28,-1,6666,6666,0,0.0289826086956522
"679",220000,1,2,2,29,0,31037,3050,0,0.141077272727273
"680",3e+05,2,1,1,36,0,25239,1713,0,0.08413
"681",20000,2,3,2,36,0,16754,2400,1,0.8377
"682",190000,2,1,2,26,0,31061,1750,0,0.163478947368421
"683",120000,2,1,3,44,0,70096,8100,0,0.584133333333333
"684",7e+05,2,1,1,39,0,99259,5000,0,0.141798571428571
"685",140000,2,1,2,24,1,0,0,0,0
"686",3e+05,2,3,1,29,-1,24921,2000,0,0.08307
"687",120000,1,3,1,33,1,66055,3000,1,0.550458333333333
"688",280000,2,2,1,39,0,213738,20300,0,0.76335
"689",70000,1,3,1,51,2,54968,0,1,0.785257142857143
"690",20000,2,3,2,24,-1,4101,507,0,0.20505
"691",150000,2,2,1,45,-1,2605,2605,0,0.0173666666666667
"692",60000,1,1,2,30,0,15380,4147,0,0.256333333333333
"693",2e+05,2,3,0,51,-1,780,0,0,0.0039
"694",50000,2,2,2,24,1,48861,2000,1,0.97722
"695",150000,1,2,1,50,-1,55336,5085,0,0.368906666666667
"696",20000,2,1,2,22,0,20243,1410,0,1.01215
"697",40000,1,1,2,27,0,11058,2000,1,0.27645
"698",50000,2,2,1,24,1,27087,0,0,0.54174
"699",10000,1,2,2,37,0,8755,1167,0,0.8755
"700",50000,2,2,1,48,0,20944,2360,0,0.41888
"701",320000,1,1,2,28,-1,2007,2000,0,0.006271875
"702",20000,2,3,1,24,8,24310,0,0,1.2155
"703",470000,2,2,1,27,0,152478,3001,1,0.324421276595745
"704",230000,2,3,2,30,-1,550,0,0,0.00239130434782609
"705",20000,2,1,2,23,0,17246,2000,0,0.8623
"706",80000,2,2,2,23,2,22895,1600,0,0.2861875
"707",110000,2,2,1,55,0,15069,1600,0,0.136990909090909
"708",420000,1,2,1,34,0,88948,30000,0,0.211780952380952
"709",5e+05,1,1,1,43,1,0,0,1,0
"710",80000,2,2,2,22,1,79318,2000,0,0.991475
"711",350000,2,2,1,31,0,67648,3039,0,0.19328
"712",30000,2,2,1,32,-2,0,0,0,0
"713",110000,2,2,2,33,1,0,0,1,0
"714",5e+05,1,3,1,39,0,315201,25000,0,0.630402
"715",3e+05,2,2,1,34,-2,205064,0,0,0.683546666666667
"716",50000,1,2,3,42,2,47647,3700,1,0.95294
"717",150000,1,3,1,37,4,151117,6500,1,1.00744666666667
"718",80000,2,3,1,57,-1,726,0,0,0.009075
"719",40000,2,2,2,23,0,20035,2000,0,0.500875
"720",30000,1,2,2,32,1,29095,2500,0,0.969833333333333
"721",50000,1,1,1,37,0,30400,500,0,0.608
"722",140000,2,2,2,23,0,44733,2100,0,0.319521428571429
"723",50000,2,3,2,49,0,4987,2000,0,0.09974
"724",30000,2,2,2,25,-2,26957,1333,0,0.898566666666667
"725",40000,2,1,2,29,0,26461,3400,1,0.661525
"726",1e+05,2,3,1,43,2,50485,2200,1,0.50485
"727",130000,1,2,2,29,0,131041,7000,0,1.00800769230769
"728",20000,2,2,2,27,0,20218,1482,0,1.0109
"729",50000,1,1,2,26,-2,0,0,0,0
"730",30000,2,3,2,52,2,2450,0,1,0.0816666666666667
"731",10000,2,2,1,31,0,15915,2330,0,1.5915
"732",2e+05,1,1,2,32,0,43515,1739,0,0.217575
"733",30000,2,2,1,46,0,28234,1484,0,0.941133333333333
"734",180000,2,2,2,35,0,119333,6000,0,0.662961111111111
"735",1e+05,1,1,2,35,0,29109,0,0,0.29109
"736",140000,2,2,1,39,0,105192,3000,0,0.751371428571429
"737",290000,2,2,2,34,0,310403,12012,0,1.07035517241379
"738",20000,2,2,3,52,0,14591,1265,0,0.72955
"739",80000,2,3,1,40,0,35660,2000,0,0.44575
"740",5e+05,2,3,1,38,-2,13655,8351,0,0.02731
"741",180000,1,1,1,45,-1,4453,3310,0,0.0247388888888889
"742",20000,2,3,1,40,-1,2946,0,0,0.1473
"743",30000,2,2,1,25,0,30606,1800,0,1.0202
"744",150000,1,1,2,33,0,45335,6000,0,0.302233333333333
"745",280000,2,2,2,27,-1,5924,5174,0,0.0211571428571429
"746",50000,2,2,1,43,0,23587,1800,0,0.47174
"747",20000,2,2,1,43,2,15294,1300,0,0.7647
"748",2e+05,1,1,2,30,-1,4935,0,0,0.024675
"749",210000,2,2,1,49,1,0,0,1,0
"750",230000,2,1,2,38,0,224020,8750,0,0.974
"751",50000,1,3,2,57,0,47917,1988,0,0.95834
"752",50000,1,3,2,55,0,51737,2930,1,1.03474
"753",70000,2,2,2,23,0,49605,3000,0,0.708642857142857
"754",310000,1,1,2,30,-2,1544,1300,0,0.00498064516129032
"755",90000,2,2,2,24,0,24401,1454,0,0.271122222222222
"756",390000,1,2,2,28,0,149445,8046,0,0.383192307692308
"757",150000,2,3,1,34,-1,772,340,0,0.00514666666666667
"758",4e+05,1,2,2,37,1,13611,3019,0,0.0340275
"759",80000,2,2,1,32,0,28408,1259,0,0.3551
"760",320000,1,1,2,27,0,137574,6048,0,0.42991875
"761",240000,2,2,1,37,-1,238,0,1,0.000991666666666667
"762",2e+05,1,1,2,31,-2,100,100,0,5e-04
"763",110000,1,1,3,55,1,92610,4500,1,0.841909090909091
"764",170000,2,1,2,28,2,131864,5600,1,0.775670588235294
"765",90000,2,3,3,51,0,11315,1212,1,0.125722222222222
"766",140000,2,1,1,36,-1,4036,0,0,0.0288285714285714
"767",220000,1,2,2,25,0,168286,10000,0,0.764936363636364
"768",1e+05,1,3,1,50,0,154970,0,0,1.5497
"769",80000,2,2,2,40,2,57364,2200,0,0.71705
"770",30000,2,2,2,27,-1,27772,3136,0,0.925733333333333
"771",50000,1,1,2,30,2,4187,2300,1,0.08374
"772",120000,2,2,2,26,0,22431,1500,0,0.186925
"773",50000,1,1,2,27,0,7010,3000,0,0.1402
"774",360000,2,1,2,27,0,79837,27465,0,0.221769444444444
"775",90000,2,1,2,25,2,86014,8300,0,0.955711111111111
"776",5e+05,1,1,2,32,-1,386405,25016,0,0.77281
"777",140000,2,3,1,46,0,68075,3000,0,0.48625
"778",30000,1,3,1,45,0,17187,7900,0,0.5729
"779",70000,1,3,1,30,0,19882,1352,0,0.284028571428571
"780",2e+05,1,1,1,39,-2,0,0,0,0
"781",350000,1,1,1,48,0,54969,2087,0,0.157054285714286
"782",120000,1,1,2,32,1,0,0,1,0
"783",240000,1,1,2,46,0,471814,16044,0,1.96589166666667
"784",90000,2,1,2,23,0,22109,6000,0,0.245655555555556
"785",260000,2,1,2,33,1,0,0,0,0
"786",50000,2,1,2,24,0,27245,1800,0,0.5449
"787",110000,1,1,1,40,0,8481,4980,0,0.0771
"788",20000,2,1,2,24,-1,1371,796,0,0.06855
"789",30000,2,2,2,24,0,27391,1767,0,0.913033333333333
"790",180000,1,1,2,27,-2,11392,3500,1,0.0632888888888889
"791",20000,1,2,1,46,0,5902,1122,0,0.2951
"792",50000,2,2,2,22,0,50342,1896,0,1.00684
"793",260000,2,2,2,24,0,68411,2500,0,0.263119230769231
"794",160000,2,2,2,29,2,1989,0,1,0.01243125
"795",30000,1,2,2,32,2,7851,1500,1,0.2617
"796",50000,2,2,1,36,0,16906,1314,0,0.33812
"797",50000,1,2,2,30,0,21062,2000,0,0.42124
"798",90000,2,2,2,29,0,47585,10000,0,0.528722222222222
"799",240000,1,1,2,34,1,11874,0,0,0.049475
"800",180000,2,2,1,32,1,15548,0,1,0.0863777777777778
"801",50000,2,1,2,25,0,42543,1900,0,0.85086
"802",50000,1,2,1,44,-1,1261,1261,0,0.02522
"803",330000,2,1,1,37,-1,4785,3523,0,0.0145
"804",80000,2,2,2,24,2,1200,0,1,0.015
"805",360000,2,1,2,29,0,15854,1000,0,0.0440388888888889
"806",240000,2,2,1,37,0,219099,8131,0,0.9129125
"807",50000,1,2,1,59,0,47069,2169,0,0.94138
"808",470000,1,2,2,33,0,190258,40012,0,0.404804255319149
"809",160000,2,3,1,51,-1,2000,0,0,0.0125
"810",30000,1,1,1,27,-1,12897,2011,1,0.4299
"811",80000,2,2,1,32,0,81074,3700,0,1.013425
"812",180000,1,2,2,39,-1,3135,2833,0,0.0174166666666667
"813",110000,2,2,1,46,-1,2410,2151,0,0.0219090909090909
"814",160000,1,1,1,41,0,117126,15315,0,0.7320375
"815",210000,2,2,2,30,0,21780,1325,0,0.103714285714286
"816",2e+05,2,1,1,34,-1,6206,1120,1,0.03103
"817",250000,1,1,2,41,-1,1338,0,1,0.005352
"818",380000,1,1,2,43,1,8201,39,1,0.0215815789473684
"819",30000,1,2,2,47,-1,396,396,0,0.0132
"820",2e+05,1,2,2,31,0,33781,3000,0,0.168905
"821",30000,1,2,2,30,-1,27826,1600,0,0.927533333333333
"822",50000,1,2,2,24,0,14937,3027,0,0.29874
"823",5e+05,1,1,1,36,0,294827,20007,0,0.589654
"824",30000,1,1,2,28,1,0,0,0,0
"825",20000,2,2,1,27,0,42784,3000,0,2.1392
"826",180000,2,2,1,32,0,74189,2000,0,0.412161111111111
"827",130000,2,2,1,33,0,133461,7010,0,1.02662307692308
"828",180000,2,3,1,39,2,10159,2710,1,0.0564388888888889
"829",140000,1,2,1,30,0,134203,5000,1,0.958592857142857
"830",50000,2,2,2,22,0,49609,2100,0,0.99218
"831",20000,1,2,2,25,1,6174,2000,1,0.3087
"832",180000,1,1,2,28,-1,666,662,0,0.0037
"833",180000,1,2,2,26,0,5591,1126,1,0.0310611111111111
"834",150000,2,3,1,54,-1,148747,5500,0,0.991646666666667
"835",70000,2,1,2,24,0,63903,3000,0,0.9129
"836",30000,1,2,2,29,8,34423,0,0,1.14743333333333
"837",60000,1,3,1,49,0,44801,3000,0,0.746683333333333
"838",50000,2,1,2,23,-2,49860,2500,0,0.9972
"839",260000,2,2,1,33,-2,134736,6067,0,0.518215384615385
"840",380000,1,3,1,53,-2,0,0,0,0
"841",360000,2,2,2,25,2,286732,10792,0,0.796477777777778
"842",50000,1,3,1,54,1,62847,2100,0,1.25694
"843",50000,2,3,1,39,0,58300,7876,0,1.166
"844",260000,2,1,1,44,-1,1215,0,1,0.00467307692307692
"845",80000,2,2,2,27,0,57376,2200,0,0.7172
"846",360000,2,1,2,25,0,279846,7004,1,0.77735
"847",290000,2,1,2,29,1,0,0,1,0
"848",140000,1,1,1,45,0,39716,1600,0,0.283685714285714
"849",360000,1,1,1,38,1,0,0,1,0
"850",50000,2,2,2,23,-1,780,0,1,0.0156
"851",120000,1,2,2,25,2,113348,0,0,0.944566666666667
"852",1e+05,1,2,1,29,0,94453,3320,0,0.94453
"853",2e+05,2,2,1,28,0,81865,5000,0,0.409325
"854",90000,2,2,1,40,-1,4989,0,0,0.0554333333333333
"855",360000,1,1,2,36,1,0,0,1,0
"856",140000,1,1,2,29,-1,2937,2024,0,0.0209785714285714
"857",170000,2,2,1,37,0,166246,6700,0,0.977917647058824
"858",30000,1,2,2,34,0,19785,5500,0,0.6595
"859",80000,2,1,2,27,0,80000,0,0,1
"860",280000,1,1,2,31,0,164736,8833,0,0.588342857142857
"861",410000,2,1,1,31,-1,2744,2051,0,0.00669268292682927
"862",80000,1,2,2,36,0,79148,2000,0,0.98935
"863",360000,1,1,1,46,0,92961,10125,0,0.258225
"864",130000,2,1,1,36,0,129689,5000,0,0.997607692307692
"865",140000,2,3,2,57,2,131795,6743,1,0.941392857142857
"866",180000,2,3,0,45,-1,4148,0,0,0.0230444444444444
"867",70000,1,1,3,57,0,69398,2667,0,0.9914
"868",150000,2,2,2,25,0,142827,5000,0,0.95218
"869",210000,2,3,1,37,-2,138398,5000,0,0.659038095238095
"870",2e+05,2,1,1,35,-1,9918,1219,0,0.04959
"871",180000,1,1,1,38,0,153099,7005,0,0.85055
"872",3e+05,1,2,2,31,0,62198,1600,0,0.207326666666667
"873",140000,2,1,2,31,-1,652,0,1,0.00465714285714286
"874",2e+05,2,2,2,35,0,64195,3000,0,0.320975
"875",60000,1,2,2,27,1,43356,0,1,0.7226
"876",180000,1,3,1,54,0,149698,4834,1,0.831655555555556
"877",50000,2,3,2,23,0,43979,2000,0,0.87958
"878",20000,1,2,2,26,-1,70,0,0,0.0035
"879",110000,2,2,1,42,0,55349,2096,0,0.503172727272727
"880",90000,2,1,2,36,0,90922,4273,0,1.01024444444444
"881",20000,2,1,2,22,2,16233,5383,1,0.81165
"882",30000,2,1,2,23,0,26847,2500,0,0.8949
"883",220000,1,3,1,30,0,162105,10000,1,0.736840909090909
"884",140000,2,3,2,24,1,42897,3821,1,0.306407142857143
"885",1e+05,1,2,1,49,0,34704,2011,0,0.34704
"886",110000,1,2,2,31,2,279,0,0,0.00253636363636364
"887",270000,2,3,2,33,0,10000,10000,0,0.037037037037037
"888",30000,1,1,1,42,0,28033,1525,0,0.934433333333333
"889",70000,1,3,2,41,0,70476,2700,0,1.0068
"890",230000,1,2,1,53,2,1350,0,0,0.0058695652173913
"891",20000,1,2,2,23,0,18852,1500,0,0.9426
"892",190000,2,1,2,33,1,115056,0,0,0.605557894736842
"893",20000,2,2,1,29,0,15890,2000,0,0.7945
"894",20000,1,3,1,33,2,20500,2191,1,1.025
"895",60000,2,3,1,34,0,9928,1500,1,0.165466666666667
"896",50000,1,2,1,49,0,10750,1507,0,0.215
"897",280000,2,2,1,56,0,284204,10261,1,1.01501428571429
"898",3e+05,1,1,1,42,0,120151,4229,0,0.400503333333333
"899",30000,2,3,1,55,2,29278,1600,1,0.975933333333333
"900",1e+05,1,3,2,30,0,87579,4172,0,0.87579
"901",240000,1,2,2,43,-1,291,291,1,0.0012125
"902",2e+05,1,1,2,40,-1,2159,1086,0,0.010795
"903",110000,2,1,2,35,0,32691,4500,0,0.297190909090909
"904",350000,1,1,2,33,-1,148341,8405,0,0.423831428571429
"905",1e+05,1,3,2,47,0,94925,3889,0,0.94925
"906",5e+05,1,1,2,27,0,204198,7434,0,0.408396
"907",5e+05,1,1,2,35,-1,172041,58761,0,0.344082
"908",180000,2,3,1,47,-1,316,316,0,0.00175555555555556
"909",1e+05,2,2,2,29,0,61383,1908,0,0.61383
"910",10000,1,2,1,32,1,8425,0,0,0.8425
"911",60000,2,1,2,30,2,34735,0,0,0.578916666666667
"912",50000,2,1,2,25,1,47054,2000,1,0.94108
"913",80000,2,2,2,23,-1,57314,2145,0,0.716425
"914",110000,2,2,1,43,0,108616,9600,0,0.987418181818182
"915",410000,2,2,1,41,0,354506,14600,1,0.864648780487805
"916",30000,2,3,1,35,0,28786,1500,0,0.959533333333333
"917",310000,2,1,2,28,0,36513,2500,0,0.117783870967742
